Textbox67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E=Excused   L=Late (15 minutes or less)   T=Tardy   X=Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Textbox99,Textbox200,Textbox104,Textbox106,Textbox116,Textbox117,Textbox118,Textbox119,Textbox120,Textbox121,Textbox122,Textbox123,StudentID,StudentName,Grade,Textbox10,Textbox15,Textbox107,Textbox108,Textbox110,Textbox111,Textbox112,Textbox113,Textbox114,Textbox115,Textbox127,Textbox128,Textbox129,Textbox130,Textbox132,Textbox133,Textbox134,Textbox135,Textbox47,Textbox49,Textbox50,Textbox51,Textbox52,Textbox54,Textbox55,Textbox56,Textbox57,Textbox58,Textbox59,Textbox60,Textbox61,Textbox62,Textbox63,Textbox64,cycldayc,Date,Period0,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,TotalAbsent,cntUnexcused,TotalTardy,AbsenceDay
Date,1,2,3,4,5,6,7,8,,,,3564,"Cote, Tamsin ",5,Tamsin Cote,(801)123-15930,A / T,24-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,9,24,9,,,,,,,,,,,,,,,,,,4/25/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15931,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,Cycle Day  Totals,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15932,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,8/22/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15933,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,8/24/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15934,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,8/28/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15935,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,8/29/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15936,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/5/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15937,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/6/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15938,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/7/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15939,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/8/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15940,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/11/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15941,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/13/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15942,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/15/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15943,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/19/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15944,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/20/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15945,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/22/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15946,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/28/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15947,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,9/29/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15948,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,10/2/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15949,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,10/9/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15950,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,10/11/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15951,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,10/12/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15952,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,10/13/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15953,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,10/16/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15954,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,10/25/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15955,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,10/27/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15956,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,10/31/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15957,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/1/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15958,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/2/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15959,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/3/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15960,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/7/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15961,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/8/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15962,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/9/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15963,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/10/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15964,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/14/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15965,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/15/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15966,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/16/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15967,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/20/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15968,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/21/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15969,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/28/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15970,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/29/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15971,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,11/30/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15972,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,12/4/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15973,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,12/6/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15974,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,12/7/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15975,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,12/11/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15976,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,12/14/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15977,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,12/15/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15978,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,12/18/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15979,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/3/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15980,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/4/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15981,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/5/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15982,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/8/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15983,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/9/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15984,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/10/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15985,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/11/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15986,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/12/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15987,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/16/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15988,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/17/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15989,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/18/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15990,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/19/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15991,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/22/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15992,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/23/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15993,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/25/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15994,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/30/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15995,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,1/31/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15996,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/1/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15997,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/5/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15998,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/6/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-15999,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/7/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16000,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/8/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16001,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/12/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16002,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/13/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16003,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/14/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16004,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/15/2018,L,,,,,,,,,,,0,0,1,0
